title,creators,year_or_source,source_queries_matched,permalink
Rapid Taint Assisted Concolic Execution (TACE),"Jain, Ridhi ; Tihanyi, Norbert ; Ndhlovu, Mthandazo ; Ferrag, Mohamed Amine ; Cordeiro, Lucas C.","Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering, 2024, p.627-631",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3663529_3663812
Cross that boundary: Investigating the feasibility of cross-layer information sharing for enhancing ABR decision logic over QUIC,"Herbots, Joris ; Verstraete, Arno ; Wijnants, Maarten ; Quax, Peter ; Lamotte, Wim","Proceedings of the 33rd Workshop on Network and Operating System Support for Digital Audio and Video, 2023, p.50-57",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3592473_3592563
Why Should I Trust Your Code?,"Delignat-Lavaud, Antoine ; Fournet, Cédric ; Vaswani, Kapil ; Clebsch, Sylvan ; Riechert, Maik ; Costa, Manuel ; Russinovich, Mark","Communications of the ACM, 2024-01, Vol.67 (1), p.68-76",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3055130353
Applying a Task-Based Approach to Distributed Machine Learning Workflows,"Vazquez-Novoa, Fernando ; Lezzi, Daniele ; Lordan, Francesc ; Baghdadi, Fatemeh ; Cirillo, Davide","SC24-W: Workshops of the International Conference for High Performance Computing, Networking, Storage and Analysis, 2024, p.1252-1261",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_10820590
Bespoke: Interactively Synthesizing Custom GUIs from Command-Line Applications By Demonstration,"Vaithilingam, Priyan ; Guo, Philip J.","Proceedings of the 32nd Annual ACM Symposium on User Interface Software and Technology, 2019, p.563-576",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3332165_3347944_brief
FunDa: Towards Serverless Data Analytics and In Situ Query Processing,"Das, Suvam Kumar ; Peter, Ronnit ; Zhang, Xiaozheng ; Ray, Suprio; Cudré-Mauroux, Philippe ; Kö, Andrea ; Wrembel, Robert","Proceedings of the International Workshop on Big Data in Emergent Distributed Environments, 2024, p.1-6",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3663741_3664788
"A SOAR platform for standardizing, automating operational processes and a monitoring service facilitating auditing procedures among IoT trustworthy environments","Bilali, Vasiliki Georgia ; Magklaris, Eustratios ; Kosyvas, Dimitrios ; Karagiannidis, Lazaros ; Ouzounoglou, Eleftherios ; Amditis, Angelos","Proceedings of the 19th International Conference on Availability, Reliability and Security, 2024, p.1-8",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3664476_3670939
Hopes and Hurdles: Containerizing a Research Data Workflow with Globus and Docker Compose,"DeVries, Derek M; Brown, Shawn T. ; Oehsen, Barr von ; Adams, Eric ; Siegmann, Eva","Practice and Experience in Advanced Research Computing 2024: Human Powered Computing, 2024, p.1-2",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3626203_3670609_brief
Performance Characterization of MQTT Brokers in a Device-Local Edge Deployment,"Simard, Guillaume ; Melançon, Cédric ; Cardinal, Patrick ; Gascon-Samson, Julien","Proceedings of the 2nd International Workshop on Middleware for the Edge, 2023, p.13-18",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3630180_3631200
Image-Processing Workloads and DDoS Attack Resilience: Evaluating Docker and Podman Containers on Raspberry Pi and ODROID,"Gamess, Eric ; Parajuli, Mausam","Proceedings of the 2024 ACM Southeast Conference, 2024, p.138-147",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3603287_3651219
Why Mary Can Hack: Effectively Introducing High School Girls to Cybersecurity,"Costa, Gabriele ; De Francisci, Silvia ; Valiani, Serenella ; Prinetto, Paolo","Proceedings of the 18th International Conference on Availability, Reliability and Security, 2023, p.1-8",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3600160_3605009
INFINEL: An efficient GPU-based processing method for unpredictable large output graph queries,"Park, Sungwoo ; Oh, Seyeon ; Kim, Min-Soo","Proceedings of the 29th ACM SIGPLAN Annual Symposium on Principles and Practice of Parallel Programming, 2024, p.147-159",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3627535_3638490
Isabelle/Cloud: Delivering Isabelle/HOL as a Cloud IDE for Theorem Proving,"Xu, Hao ; Zhao, Yongwang; Mei, Hong ; Lv, Jian ; Jin, Zhi ; Li, Xuandong ; Yang, Xiaohu ; Xia, Xin","Proceedings of the 14th Asia-Pacific Symposium on Internetware, 2023, p.313-322",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3609437_3609460_brief
spl-js-engine: a JavaScript tool to implement software product lines,"Cortiñas, Alejandro ; Luaces, Miguel R. ; Pedreira, Óscar","Proceedings of the 26th ACM International Systems and Software Product Line Conference - Volume B, 2022, p.66-69",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3503229_3547035_brief
Engram: the one security platform for modern software supply chain risks,"Nadgowda, Shripad","Proceedings of the Eighth International Workshop on Container Technologies and Container Clouds, 2022, p.7-12",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3565384_3565889_brief
Types that Change: The Extensible Type Design Pattern,"Perez, Ivan","Proceedings of the 1st ACM SIGPLAN International Workshop on Functional Software Architecture, 2023, p.49-62",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3609025_3609475_brief
Container-Based Clinical Solutions for Portable and Reproducible Image Analysis,"Matelsky, Jordan ; Kiar, Gregory ; Johnson, Erik ; Rivera, Corban ; Toma, Michael ; Gray-Roncal, William","Journal of digital imaging, 2018-06, Vol.31 (3), p.315-320",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmed_primary_29740715
"FogDocker: Start Container Now, Fetch Image Later","Civolani, Lorenzo ; Pierre, Guillaume ; Bellavista, Paolo","Proceedings of the 12th IEEE/ACM International Conference on Utility and Cloud Computing, 2019, p.51-59",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3344341_3368811_brief
Unix shell programming: the next 50 years,"Greenberg, Michael ; Kallas, Konstantinos ; Vasilakis, Nikos","Proceedings of the Workshop on Hot Topics in Operating Systems, 2021, p.104-111",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3458336_3465294_brief
Decades of Striving for Pedagogical and Technological Alignment,"Haaranen, Lassi ; Ahrenberg, Lukas ; Hellas, Arto; Mühling, Andreas ; Jormanainen, Ilkka","Proceedings of the 23rd Koli Calling International Conference on Computing Education Research, 2023, p.1-8",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3631802_3631809
"Charliecloud’s layer-free, Git-based container build cache","Priedhorsky, Reid ; Ogas, Jordan ; Davis IV, Claude H. (Rusty) ; Hounshel, Z. Noah ; Lee, Ashlyn ; Stormer, Benjamin ; Goff, R. Shane","Proceedings of the SC '23 Workshops of the International Conference on High Performance Computing, Network, Storage, and Analysis, 2023, p.135-146",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3624062_3624585
WEATHERGOV: A Table Recognition and Summarization Dataset to Bridge the Gap Between Document Image Analysis and Natural Language Generation,"Dash, Amanda ; Cote, Melissa ; Albu, Alexandra Branzan","Proceedings of the ACM Symposium on Document Engineering 2023, 2023, p.1-10",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3573128_3604901_brief
Performance Evaluation of the Docker Technology on Different Raspberry Pi Models,"Gamess, Eric ; Parajuli, Mausam","Proceedings of the 2023 5th International Electronics Communication Conference, 2023, p.27-37",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3616480_3616485
Containerizing Visualization Software: Experiences and Best Practices,"Solis, Andrew ; Allen, William J. ; Ferlanti, Erik; Wernert, Julie ; Chalker, Alan ; Smallen, Shava ; Samuel, Tabitha ; Navarro, JP","Practice and Experience in Advanced Research Computing 2022: Revolutionary: Computing, Connections, You, 2022, p.1-8",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3491418_3530769_brief
Containerized Mobile Sensing Simulation Framework for Smart Agriculture,"Liu, Jingyu ; Xiao, Xinrui ; Zhao, Yang ; Liu, Jie","Proceedings of the 20th ACM Conference on Embedded Networked Sensor Systems, 2022, p.766-767",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3560905_3568087_brief
Docker: Isolated web servers,"Bidwell, Jonni","Linux format, 2017-10 (229), p.84-87",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_2050585580
The C-MĀIKI Gateway: A Modern Science Platform for Analyzing Microbiome Data,"Cleveland, Sean ; Arisdakessian, Cedric ; Nelson, Craig ; Belcaid, Mahdi ; Frank, Kiana ; Jacobs, Gwen; Wernert, Julie ; Chalker, Alan ; Smallen, Shava ; Samuel, Tabitha ; Navarro, JP","Practice and Experience in Advanced Research Computing 2022: Revolutionary: Computing, Connections, You, 2022, p.1-7",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3491418_3530291_brief
Revitalizing ns-3’s Direct Code Execution,"Chatterjee, Parth Pratim ; Henderson, Thomas R.; Henderson, Thomas ; Polese, Michele ; Liu, Yuchen ; Gamess, Eric","Proceedings of the 2022 Workshop on ns-3, 2022, p.57-64",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3532577_3532606
Minimizing Cold Start Times in Serverless Deployments,"Khan, Daniyaal ; Subba, Basant ; Sharma, Sangeeta","Proceedings of the 2022 Fourteenth International Conference on Contemporary Computing, 2022, p.156-161",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3549206_3549234_brief
Top 5 FedRAMP-Ready Hardened Container Image Providers in 2026,"Blackwood, Amelia","DevX.com [BLOG], 2026",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_3362669802
Studying the Performance Risks of Upgrading Docker Hub Images: A Case Study of WordPress,"Sabuhi, Mikael ; Musilek, Petr ; Bezemer, Cor-Paul","Proceedings of the 2022 ACM/SPEC on International Conference on Performance Engineering, 2022, p.97-104",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3489525_3511683
Developing and Evaluating In Situ Visualization Algorithms using Containers,"Will, Michael ; Wofford, Quincy ; Patchett, John ; Rogers, David ; Lukasczyk, Jonas ; Garth, Christoph","ISAV'21: In Situ Infrastructures for Enabling Extreme-Scale Analysis and Visualization, 2021, p.6-11",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3490138_3490141
An architecture for data integrity in untrustworthy social networks,"Silva, Carlos Eduardo da ; Young, Angus","Proceedings of the 37th ACM/SIGAPP Symposium on Applied Computing, 2022, p.1732-1739",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3477314_3507001_brief
Product-lining the elinvar wealthtech microservice platform,"Pinnecke, Marcus","Proceedings of the 25th ACM International Systems and Software Product Line Conference - Volume B, 2021, p.60-68",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3461002_3473947
Symbiotic 11 Predicate Abstraction Joins the Party: Competition Contribution,"Ayaziová, Paulína ; Jonáš, Martin ; Mihalkovič, Vincent ; Sedláček, Jindřich ; Strejček, Jan; Junges, Sebastian ; Katz, Guy","Tools and Algorithms for the Construction and Analysis of Systems, 2026, p.583-588",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_books_10_1007_978_3_032_22749_2_36
Querying Data Lakes using Spark and Presto,"Mami, Mohamed Nadjib ; Graux, Damien ; Scerri, Simon ; Jabeen, Hajira ; Auer, Sören; Liu, Ling ; White, Ryen","The World Wide Web Conference, 2019, p.3574-3578",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3308558_3314132
Improving Resource Efficiency of Container-instance Clusters on Clouds,"Awada, Uchechukwu ; Barker, Adam","Proceedings of the 17th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing, 2017, p.929-934",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1109_CCGRID_2017_113_brief
Continuous Integration and Delivery for HPC: Using Singularity and Jenkins,"Sampedro, Zebula ; Holt, Aaron ; Hauser, Thomas","Proceedings of the Practice and Experience on Advanced Research Computing: Seamless Creativity, 2018, p.1-6",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3219104_3219147
Traffic Generation using Containerization for Machine Learning,"Clausen, Henry ; Flood, Robert ; Aspinall, David","2019 Workshop on DYnamic and Novel Advances in Machine learning and Intelligent Cyber Security, 2019, p.1-12",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3464458_3464460
Self hosted dashboard for managing web services,"P. Selvarani ; Selvarani, P. ; K. Mahalakshmi ; Mahalakshmi, K. ; Naveen Kumar, R. ; R. Naveen Kumar ; Vetheshwaran, P. ; P. Vetheshwaran ; Vignesh, T. ; T. Vignesh; Kannadhasan, S ; Jones Christydass, S. Prasad ; Nurhayati, Nurhayati","Hybrid and Advanced Technologies, 2025, Vol.2, p.315-320",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_ebookcentralchapters_31727575_54_336
uAssign: Scalable Interactive Activities for Teaching the Unix Terminal,"Bailey, Jacob ; Zilles, Craig","Proceedings of the 50th ACM Technical Symposium on Computer Science Education, 2019, p.70-76",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3287324_3287458_brief
Using Containers to Create More Interactive Online Training and Education Materials,"Mehringer, Susan ; Barker, Brandon","Practice and Experience in Advanced Research Computing 2020: Catch the Wave, 2020, p.246-251",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3311790_3396641_brief
DevX.com - ReadWrite Inc.: Comparing different methods of testing your Infrastructure-as-Code,"Lewis, Kyle","DevX.com [BLOG], 2024",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_3065018729
Middleware architecture towards higher-level descriptions of (genuine) internet-of-things applications,"Reis, Thomás Marques Brandão ; Moreno, Marcelo F.","Proceedings of the 25th Brazillian Symposium on Multimedia and the Web, 2019, p.265-272",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3323503_3349557_brief
Building the SLATE Platform,"Breen, Joe ; Bryant, Lincoln ; Carcassi, Gabriele ; Chen, Jiahui ; Gardner, Robert W. ; Harden, Ryan ; Izdimirski, Martin ; Killen, Robert ; Kulbertis, Ben ; McKee, Shawn ; Riedel, Benedikt ; Stidd, Jason ; Truong, Luan ; Vukotic, Ilija","Proceedings of the Practice and Experience on Advanced Research Computing: Seamless Creativity, 2018, p.1-7",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3219104_3219144_brief
Engineering Software for the Cloud: Automated Recovery and Scheduler,"Sousa, Tiago Boldt ; Ferreira, Hugo Sereno ; Correia, Filipe Figueiredo ; Aguiar, Ademar","Proceedings of the 23rd European Conference on Pattern Languages of Programs, 2018, p.1-8",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3282308_3282315
Continuously evaluated research projects in collaborative decoupled environments,"Schmidts, Oliver ; Kraft, Bodo ; Schreiber, Marc ; Zündorf, Albert","2018 IEEE ACM 5th International Workshop on Software Engineering Research and Industrial Practice (SER and IP), 2018, p.2-9",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3195546_3195549
Automatic equivalence checking for assembly implementations of cryptography libraries,"Lim, Jay P. ; Nagarakatte, Santosh","Proceedings of the 2019 IEEE/ACM International Symposium on Code Generation and Optimization, 2019, p.37-49",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_5555_3314872_3314880_brief
SciApps: a Bioinformatics Workflow Platform Powered by XSEDE and CyVerse,"Wang, Liya ; Lu, Zhenyuan ; Buren, Peter Van ; Ware, Doreen","Proceedings of the Practice and Experience on Advanced Research Computing: Seamless Creativity, 2018, p.1-5",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3219104_3219109_brief
Most interesting products to see at RSA Conference 2023,,"CSO (Online), 2023-04",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_reports_2803970724
How to choose a cloud serverless platform,"Heller, Martin","InfoWorld.com, 2021-03",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_reports_2496326845
A Pragmatic Machine Learning Approach to Quantify Tumor-Infiltrating Lymphocytes in Whole Slide Images,"Shvetsov, Nikita ; Grønnesby, Morten ; Pedersen, Edvard ; Møllersen, Kajsa ; Busund, Lill-Tove Rasmussen ; Schwienbacher, Ruth ; Bongo, Lars Ailo ; Kilvaer, Thomas Karsten","Cancers, 2022-06, Vol.14 (12), p.2974",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_3390_cancers14122974
"GitLab 11.2 devops platform gets better Android, Jira, Hangouts integration","Krill, Paul","InfoWorld.com, 2018-08",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_reports_2092723976
IBM launches resources for cloud-native Node.js apps,"Krill, Paul","InfoWorld.com, 2018-07",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_reports_2075917602
Data-Driven AI Models within a User-Defined Optimization Objective Function in Cement Production,"Manis, Othonas ; Skoumperdis, Michalis ; Kioroglou, Christos ; Tzilopoulos, Dimitrios ; Ouzounis, Miltos ; Loufakis, Michalis ; Tsalikidis, Nikolaos ; Kolokas, Nikolaos ; Georgakis, Panagiotis ; Panagoulias, Ilias ; Tsolkas, Alexandros ; Ioannidis, Dimosthenis ; Tzovaras, Dimitrios ; Stankovski, Mile","Sensors (Basel, Switzerland), 2024-02, Vol.24 (4), p.1225",SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_10892291
